policy,sample,rmse,hotspot_recall,top_risk_precision,redundancy_rate
grid,29,0.9488573814801706,0.21666666666666665,0.6333333333333333,0.0
grid,30,0.9380506675418274,0.22499999999999995,0.6416666666666666,0.0
grid,31,0.9392010255402481,0.22499999999999995,0.6416666666666666,0.0
grid,32,0.909487494216769,0.2333333333333333,0.6666666666666666,0.0
grid,33,0.92019101219372,0.25,0.6666666666666666,0.0
grid,34,0.9134204713845371,0.25,0.6666666666666666,0.0
grid,35,0.906323934577,0.26666666666666666,0.675,0.0
grid,36,0.9060688985911923,0.26666666666666666,0.675,0.0
grid,37,0.9056724674821103,0.275,0.675,0.0
grid,38,0.9054972071786949,0.2833333333333333,0.675,0.0
grid,39,0.8992668653822884,0.29166666666666663,0.6583333333333332,0.0
grid,40,0.9033529274068981,0.29999999999999993,0.6583333333333332,0.0
historical_frequency,1,2.4102808334706682,0.075,0.36666666666666664,0.0
historical_frequency,2,2.2952590941078626,0.15,0.3916666666666667,0.0
historical_frequency,3,2.3678509436848696,0.20833333333333334,0.425,0.0
historical_frequency,4,2.3137646343178835,0.2583333333333333,0.41666666666666663,0.0
historical_frequency,5,2.217913363443471,0.2666666666666666,0.4416666666666667,0.0
historical_frequency,6,2.180141294887881,0.3083333333333333,0.425,0.0
historical_frequency,7,2.1234227858223576,0.3333333333333333,0.4583333333333333,0.0
historical_frequency,8,2.056176662904088,0.3416666666666667,0.4416666666666667,0.0
historical_frequency,9,1.9088471756189065,0.36666666666666664,0.4749999999999999,0.0
historical_frequency,10,1.8780730277274984,0.39166666666666666,0.4999999999999999,0.0
historical_frequency,11,1.83355200201016,0.4166666666666667,0.4999999999999999,0.0
historical_frequency,12,1.754234754950134,0.45,0.5083333333333333,0.0
historical_frequency,13,1.7599010307319891,0.45,0.5,0.0
historical_frequency,14,1.7059756065472027,0.475,0.5250000000000001,0.0
historical_frequency,15,1.6985038751113606,0.4916666666666667,0.5000000000000001,0.0
historical_frequency,16,1.6692719139516345,0.5166666666666667,0.5083333333333335,0.0
historical_frequency,17,1.6529513705982677,0.5166666666666667,0.55,0.0
historical_frequency,18,1.5887454650223956,0.525,0.6,0.0
historical_frequency,19,1.5251541387543868,0.5416666666666666,0.5916666666666666,0.0
historical_frequency,20,1.4351590975911537,0.5416666666666666,0.6166666666666667,0.0
historical_frequency,21,1.3153475580115555,0.5583333333333332,0.625,0.0
historical_frequency,22,1.265883982793108,0.5666666666666667,0.6333333333333333,0.0
historical_frequency,23,1.2579921252254558,0.575,0.6416666666666666,0.0
historical_frequency,24,1.2536723638473783,0.5916666666666668,0.65,0.0
historical_frequency,25,1.2363090430679153,0.6000000000000001,0.6499999999999999,0.0
historical_frequency,26,1.2322148619452291,0.6000000000000001,0.6416666666666666,0.0
historical_frequency,27,1.2256762980234275,0.6250000000000001,0.6333333333333333,0.0
historical_frequency,28,1.187508649280092,0.6333333333333334,0.6416666666666667,0.0
historical_frequency,29,1.1732960483775419,0.6333333333333334,0.6333333333333333,0.0
historical_frequency,30,1.1207400511608667,0.6583333333333334,0.6583333333333334,0.0
historical_frequency,31,1.1188312701355971,0.6666666666666666,0.65,0.0
historical_frequency,32,1.176710869367922,0.6833333333333333,0.6666666666666666,0.0
historical_frequency,33,1.1782985242881805,0.6916666666666667,0.6666666666666667,0.0
historical_frequency,34,1.0822895724994557,0.7083333333333333,0.6666666666666667,0.0
historical_frequency,35,1.0634968115729269,0.725,0.6666666666666667,0.0
historical_frequency,36,1.0660291614496384,0.725,0.6666666666666667,0.0
historical_frequency,37,1.0492668675292762,0.7500000000000001,0.6833333333333333,0.0
historical_frequency,38,1.0513268939956777,0.7666666666666667,0.675,0.0
historical_frequency,39,1.0350854088050454,0.7916666666666667,0.6833333333333333,0.0
historical_frequency,40,1.0282384757097487,0.8083333333333332,0.7,0.0
ucb,1,2.706340212065515,0.008333333333333333,0.14999999999999997,0.0
ucb,2,2.650300609697588,0.008333333333333333,0.175,0.0
ucb,3,2.7008343273596016,0.025,0.20833333333333331,0.0
ucb,4,2.5013775179204774,0.03333333333333333,0.2916666666666667,0.0
ucb,5,2.354684587773687,0.049999999999999996,0.30833333333333335,0.0
ucb,6,2.2373971209236343,0.05833333333333333,0.375,0.0
ucb,7,2.1647206256634024,0.05833333333333333,0.3833333333333333,0.0
ucb,8,2.139578906512903,0.05833333333333333,0.3833333333333333,0.0
ucb,9,2.03084870207217,0.06666666666666668,0.3916666666666667,0.0
ucb,10,1.8679918685109502,0.075,0.4583333333333333,0.0
ucb,11,1.9233707294386875,0.08333333333333333,0.4666666666666667,0.0
ucb,12,1.848175001840636,0.10833333333333332,0.4833333333333334,0.0
ucb,13,1.823347896415937,0.125,0.5083333333333334,0.0
ucb,14,1.7765727377793135,0.15,0.5166666666666667,0.0
ucb,15,1.752026153881753,0.15,0.5083333333333334,0.0
ucb,16,1.6830612236560483,0.15,0.5250000000000001,0.0
ucb,17,1.67167665191984,0.15,0.5333333333333334,0.0
ucb,18,1.629333469098474,0.15833333333333333,0.55,0.0
ucb,19,1.550133110327374,0.15833333333333333,0.55,0.0
ucb,20,1.4004938793991497,0.17500000000000002,0.6,0.0
